0	0
0.001	-0.002
0.002	-0.009
0.003	-0.018
0.004	-0.024
0.005	-0.021
0.006	-0.013
0.007	-0.007
0.008	-0.009
0.009	-0.019
0.01	-0.036
0.011	-0.056
0.012	-0.07
0.013	-0.076
0.014	-0.076
0.015	-0.073
0.016	-0.069
0.017	-0.058
0.018	-0.042
0.019	-0.024
0.02	-0.007
0.021	0.012
0.022	0.03
0.023	0.042
0.024	0.044
0.025	0.034
0.026	0.011
0.027	-0.02
0.028	-0.048
0.029	-0.059
0.03	-0.055
0.031	-0.051
0.032	-0.056
0.033	-0.064
0.034	-0.062
0.035	-0.048
0.036	-0.03
0.037	-0.015
0.038	0.006
0.039	0.039
0.04	0.077
0.041	0.107
0.042	0.119
0.043	0.112
0.044	0.092
0.045	0.063
0.046	0.023
0.047	-0.019
0.048	-0.052
0.049	-0.067
0.05	-0.069
0.051	-0.068
0.052	-0.068
0.053	-0.067
0.054	-0.057
0.055	-0.033
0.056	0.004
0.057	0.04
0.058	0.059
0.059	0.062
0.06	0.066
0.061	0.083
0.062	0.107
0.063	0.123
0.064	0.123
0.065	0.106
0.066	0.082
0.067	0.054
0.068	0.025
0.069	-0.005
0.07	-0.031
0.071	-0.049
0.072	-0.059
0.073	-0.063
0.074	-0.065
0.075	-0.064
0.076	-0.052
0.077	-0.021
0.078	0.024
0.079	0.066
0.08	0.093
0.081	0.108
0.082	0.116
0.083	0.116
0.084	0.105
0.085	0.087
0.086	0.071
0.087	0.063
0.088	0.059
0.089	0.046
0.09	0.017
0.091	-0.019
0.092	-0.045
0.093	-0.052
0.094	-0.045
0.095	-0.035
0.096	-0.034
0.097	-0.036
0.098	-0.029
0.099	-0.004
0.1	0.032
0.101	0.065
0.102	0.091
0.103	0.104
0.104	0.1
0.105	0.077
0.106	0.044
0.107	0.012
0.108	-0.015
0.109	-0.037
0.11	-0.052
0.111	-0.06
0.112	-0.061
0.113	-0.061
0.114	-0.061
0.115	-0.05
0.116	-0.026
0.117	0.002
0.118	0.021
0.119	0.031
0.12	0.035
0.121	0.038
0.122	0.047
0.123	0.063
0.124	0.077
0.125	0.074
0.126	0.051
0.127	0.015
0.128	-0.017
0.129	-0.039
0.13	-0.056
0.131	-0.073
0.132	-0.092
0.133	-0.106
0.134	-0.105
0.135	-0.088
0.136	-0.062
0.137	-0.042
0.138	-0.031
0.139	-0.022
0.14	-0.005
0.141	0.016
0.142	0.036
0.143	0.048
0.144	0.051
0.145	0.045
0.146	0.031
0.147	0.01
0.148	-0.014
0.149	-0.038
0.15	-0.059
0.151	-0.071
0.152	-0.072
0.153	-0.061
0.154	-0.041
0.155	-0.016
0.156	0.009
0.157	0.026
0.158	0.027
0.159	0.014
0.16	-0.001
0.161	-0.01
0.162	-0.014
0.163	-0.015
0.164	-0.016
0.165	-0.017
0.166	-0.023
0.167	-0.033
0.168	-0.046
0.169	-0.059
0.17	-0.064
0.171	-0.059
0.172	-0.049
0.173	-0.039
0.174	-0.036
0.175	-0.039
0.176	-0.041
0.177	-0.037
0.178	-0.024
0.179	-0.003
0.18	0.024
0.181	0.048
0.182	0.063
0.183	0.061
0.184	0.043
0.185	0.014
0.186	-0.019
0.187	-0.052
0.188	-0.08
0.189	-0.098
0.19	-0.104
0.191	-0.106
0.192	-0.111
0.193	-0.118
0.194	-0.12
0.195	-0.111
0.196	-0.09
0.197	-0.06
0.198	-0.021
0.199	0.021
0.2	0.059
0.201	0.085
0.202	0.095
0.203	0.088
0.204	0.07
0.205	0.044
0.206	0.014
0.207	-0.012
0.208	-0.028
0.209	-0.034
0.21	-0.039
0.211	-0.045
0.212	-0.053
0.213	-0.059
0.214	-0.062
0.215	-0.059
0.216	-0.049
0.217	-0.032
0.218	-0.012
0.219	0.009
0.22	0.025
0.221	0.033
0.222	0.031
0.223	0.024
0.224	0.02
0.225	0.018
0.226	0.018
0.227	0.016
0.228	0.009
0.229	-0.005
0.23	-0.029
0.231	-0.057
0.232	-0.078
0.233	-0.084
0.234	-0.08
0.235	-0.074
0.236	-0.071
0.237	-0.067
0.238	-0.054
0.239	-0.033
0.24	-0.007
0.241	0.015
0.242	0.03
0.243	0.04
0.244	0.043
0.245	0.036
0.246	0.014
0.247	-0.02
0.248	-0.058
0.249	-0.086
0.25	-0.094
0.251	-0.081
0.252	-0.063
0.253	-0.055
0.254	-0.057
0.255	-0.051
0.256	-0.031
0.257	-0.007
0.258	0.008
0.259	0.018
